City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
535839,Leshukonskoye,RU,64.8989,45.7622,18.46,95,14,3.62
2179825,Waitati,NZ,-45.75,170.5667,54.81,66,100,3.33
3461871,Guararema,BR,-23.415,-46.035,71.33,61,17,11.3
3449124,São Francisco de Assis,BR,-29.5503,-55.1311,90.54,33,1,1.03
1337605,Mahibadhoo,MV,3.7833,72.9667,82.45,78,12,20.87
1785036,Zhangye,CN,38.9342,100.4517,29.12,41,30,1.21
3461425,Ilhabela,BR,-23.7781,-45.3581,69.89,70,40,8.19
212730,Kisangani,CD,0.5167,25.2,71.96,92,73,1.43
1259385,Port Blair,IN,11.6667,92.75,79.5,80,100,4.79
2161658,Kempsey,AU,-31.0833,152.8333,54.95,66,0,1.99
2194098,Ahipara,NZ,-35.1667,173.1667,66.74,99,100,14.47
5102796,Point Pleasant,US,40.0832,-74.0682,62.53,78,20,3.0
359792,Aswān,EG,24.0934,32.907,77.2,52,7,9.24
3467263,Capinópolis,BR,-18.6819,-49.5697,81.63,57,100,5.17
550234,Khislavichi,RU,54.1871,32.1582,33.73,85,87,3.02
217562,Butembo,CD,0.15,29.2833,59.56,97,98,3.36
6096551,Pangnirtung,CA,66.1451,-65.7125,6.8,85,75,3.44
2171099,Codrington,AU,-38.2667,141.9667,41.94,97,74,13.33
130245,Javānrūd,IR,34.7961,46.5172,47.91,57,0,2.39
300617,Sivas Province,TR,39.7916,37.0019,39.83,56,0,8.05
3883457,Lebu,CL,-37.6167,-73.65,55.94,63,31,10.56
7521944,Sangre Grande,TT,10.5835,-61.1177,84.96,75,93,8.81
489135,Staraya Mayna,RU,54.6,48.95,33.91,83,100,12.75
6162654,Témiscaming,CA,46.7212,-79.0971,40.39,87,100,5.75
2381334,Atar,MR,20.5169,-13.0499,91.45,17,3,11.5
1024312,Mocuba,MZ,-16.8392,36.9856,74.32,91,83,4.45
1252783,Yārāda,IN,17.65,83.2667,77.32,100,75,2.3
3671437,Caucayá,CO,-0.1934,-74.7819,84.65,69,82,3.09
3092472,Malbork,PL,54.0359,19.0266,44.1,74,100,7.83
2441447,Maïné Soroa,NE,13.2114,12.0241,88.27,14,63,10.67
3424901,Aasiaat,GL,68.7098,-52.8699,-4.11,93,88,5.19
602150,Umeå,SE,63.8284,20.2597,24.73,93,0,2.3
1497337,Kayerkan,RU,69.3497,87.7602,9.48,82,100,11.32
3414079,Olafsvik,IS,64.8945,-23.7142,46.71,91,100,32.23
3664659,Carauari,BR,-4.8828,-66.8958,86.22,61,100,1.05
782393,Maliq,AL,40.7058,20.6997,35.44,66,93,2.93
1067565,Beloha,MG,-25.1667,45.05,72.77,95,30,3.91
2128975,Nemuro,JP,43.3236,145.575,45.12,72,0,8.19
6050066,La Ronge,CA,55.1001,-105.2842,23.25,86,90,5.75
2088122,Port Moresby,PG,-9.4431,147.1797,76.42,94,40,4.61
1057095,Sakaraha,MG,-22.9,44.5333,72.93,56,80,5.66
1788852,Xining,CN,36.6167,101.7667,27.77,62,12,2.35
5847411,Kahului,US,20.8947,-156.47,74.48,74,40,0.0
3839307,Rawson,AR,-43.3002,-65.1023,65.5,69,100,11.59
2039557,Khasan,RU,42.4308,130.6434,41.49,56,40,5.79
1733782,Labuan,MY,5.2767,115.2417,77.36,94,20,0.0
3571913,Marsh Harbour,BS,26.5412,-77.0636,80.22,66,19,10.74
3899539,Antofagasta,CL,-23.65,-70.4,65.48,71,77,12.24
485215,Synya,RU,65.3718,58.0387,5.14,97,70,2.39
3529654,Dzilam González,MX,21.2833,-88.9333,79.92,72,7,9.51
2806342,Wolmirstedt,DE,52.25,11.6333,46.98,87,100,2.51
2057087,Kupang,ID,-10.1667,123.5833,79.84,83,100,3.09
189280,Lodwar,KE,3.1191,35.5973,88.43,38,85,19.04
5983720,Iqaluit,CA,63.7506,-68.5145,-2.31,77,20,21.0
2661228,Cham,CH,47.1821,8.4636,44.92,94,75,0.0
2641434,Northam,GB,51.0333,-4.2167,53.2,83,28,5.73
2137748,Voh,NC,-20.9667,164.7,74.16,87,10,3.06
1524889,Chardara,KZ,41.2547,67.9692,47.41,54,87,4.25
187725,Maralal,KE,1.0968,36.698,66.06,61,99,13.15
3860443,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,67,75,5.75
2826099,Straubing,DE,48.8833,12.5667,39.54,72,100,3.22
5789856,Cheney,US,47.4874,-117.5758,40.42,95,90,5.75
2447513,Arlit,NE,18.7369,7.3853,87.66,12,100,6.38
3516171,Barra de Tecoanapa,MX,16.5167,-98.75,83.59,62,0,5.53
2297810,Mumford,GH,5.2618,-0.759,79.88,82,9,8.61
1528121,Karakol,KG,42.4907,78.3936,30.72,55,74,5.57
3870243,Taltal,CL,-25.4,-70.4833,66.02,68,23,7.7
699963,Nyzhnya Duvanka,UA,49.5846,38.1743,37.02,78,25,5.17
1785566,Yingchuan,CN,34.1628,113.4639,50.27,42,0,6.38
4297983,Lexington,US,37.9887,-84.4777,39.2,60,90,1.01
3983805,Santa Rosalía,MX,27.3167,-112.2833,80.42,26,29,5.46
4271086,Emporia,US,38.4039,-96.1817,48.4,43,1,10.36
2172710,Caloundra,AU,-26.8,153.1333,55.24,89,0,6.29
5690532,Minot,US,48.2325,-101.2963,35.58,81,90,25.32
2108857,Gizo Government Station,SB,-8.103,156.8419,82.2,74,57,4.65
5294810,Flagstaff,US,35.1981,-111.6513,60.39,29,1,5.01
4231997,Avera,US,33.194,-82.5271,65.43,38,0,12.35
778362,Øksfjord,NO,70.2396,22.3479,29.35,93,99,7.27
2165087,Gold Coast,AU,-28.0,153.4333,55.31,70,0,6.91
432455,Kirundo Province,BI,-2.5833,30.1667,72.37,67,94,2.64
1644605,Galesong,ID,-5.3166,119.3661,75.22,81,100,8.21
780687,Berlevåg,NO,70.8578,29.0864,33.66,82,99,25.37
5983607,Inuvik,CA,68.3499,-133.7218,16.61,86,90,6.91
4218882,Rincon,US,32.296,-81.2354,70.95,43,20,10.36
1696188,Palauig,PH,15.435,119.9045,80.11,79,44,4.72
4003938,Jiménez,MX,28.3333,-105.4,74.14,26,0,5.91
1510377,Belyy Yar,RU,53.6039,91.3903,32.86,75,0,8.95
4493316,Statesville,US,35.7826,-80.8873,58.86,38,1,8.05
1047660,Cuamba,MZ,-14.8031,36.5372,74.17,76,63,2.98
2429296,Laï,TD,9.3952,16.2989,84.63,23,3,2.35
121380,Pārsābād,IR,39.6482,47.9174,41.32,87,0,2.3
3348313,Huambo,AO,-12.7761,15.7392,61.41,93,84,5.23
701104,Milove,UA,49.3787,40.1302,35.58,77,9,6.46
4033557,Tautira,PF,-17.7333,-149.15,80.62,64,69,12.28
286621,Salalah,OM,17.0151,54.0924,78.89,57,0,3.44
5864145,Homer,US,59.6425,-151.5483,16.2,84,1,4.61
3526756,Isla Mujeres,MX,21.2311,-86.731,77.16,80,18,12.3
3931470,Puerto Maldonado,PE,-12.6,-69.1833,91.8,52,20,8.05
5463237,Corrales,US,35.2378,-106.6067,62.1,30,1,5.99
2037494,Erdaojiang,CN,41.7764,126.0319,31.48,94,71,1.88
3526538,Jesús Carranza,MX,17.4333,-95.0333,71.73,89,68,8.79
964712,Plettenberg Bay,ZA,-34.0527,23.3716,63.28,83,78,8.5
1263255,Mayāng Imphāl,IN,24.6167,93.8833,61.02,96,87,2.01
2281120,Tabou,CI,4.423,-7.3528,79.21,83,46,5.57
3041732,Mariehamn,AX,60.0973,19.9348,33.66,100,0,2.3
2187365,Mapua,NZ,-41.25,173.1,62.26,90,55,2.06
897456,Sinazongwe,ZM,-17.2614,27.4618,84.24,44,13,4.7
1637001,Biak,ID,-0.9131,122.8766,77.0,85,100,4.74
5288636,Casa Grande,US,32.8795,-111.7573,76.19,19,1,1.99
610864,Khani,GE,41.9563,42.9566,31.57,68,0,3.49
1150965,Ranong,TH,9.9658,98.6348,74.79,92,100,1.59
1491230,Sovetskiy,RU,61.3614,63.5842,21.6,95,100,8.28
1486321,Yar-Sale,RU,66.8333,70.8333,4.21,80,2,10.65
1861280,Itoman,JP,26.1247,127.6694,68.02,83,75,13.8
4429295,Hattiesburg,US,31.3271,-89.2903,54.12,46,1,10.36
488618,Starosubkhangulovo,RU,53.1031,57.4423,25.25,95,97,6.33
1499042,Melioratorov,RU,57.2107,65.6077,26.98,100,75,0.0
3451138,Rio Grande,BR,-32.035,-52.0986,77.11,61,44,18.52
3695844,Lagunas,PE,-5.2269,-75.6753,91.76,46,97,4.74
2021041,Kyra,RU,49.5776,111.9753,22.6,89,81,3.87
6137462,Saint-Augustin,CA,51.226,-58.6502,33.76,98,100,14.36
3407407,Aquiraz,BR,-3.9014,-38.3911,89.17,59,55,14.32
2295672,Saltpond,GH,5.2091,-1.0606,80.04,81,12,8.52
2439155,Tanout,NE,14.9709,8.8879,87.37,10,99,7.94
57000,Hobyo,SO,5.3505,48.5268,80.92,69,73,13.78
540761,Kropotkin,RU,45.4375,40.5756,43.79,78,4,6.17
5072006,Lincoln,US,40.8,-96.667,39.29,52,20,4.0
2026160,Borogontsy,RU,62.6683,131.1683,-15.38,99,84,4.47
1734199,Tawao,MY,4.2498,117.8871,73.53,86,100,3.67
1792592,Tongren,CN,27.7172,109.1853,51.69,77,90,1.3
2182010,Tairua,NZ,-37.0167,175.85,67.08,98,100,10.45
6145890,Shelburne,CA,44.0787,-80.2041,38.07,80,83,17.16
3599575,Barillas,GT,15.8036,-91.3158,73.74,83,83,3.8
4671141,Aransas Pass,US,27.9095,-97.15,69.85,37,1,5.99
2167426,Emerald,AU,-23.5333,148.1667,60.94,72,0,5.75
2629833,Husavik,IS,66.0449,-17.3389,46.31,90,100,32.3
1629380,Ruteng,ID,-8.6136,120.4721,64.54,95,100,1.97
2026023,Bukachacha,RU,52.9833,116.9167,17.96,82,9,2.89
3391889,Pitimbu,BR,-7.4706,-34.8086,86.59,65,66,12.37
1636308,Manokwari,ID,-0.8667,134.0833,78.48,79,88,2.82
3421982,Maniitsoq,GL,65.4167,-52.9,14.74,55,0,6.98
4157657,Gulf Gate Estates,US,27.2517,-82.5147,78.91,64,75,7.0
1150921,Ron Phibun,TH,8.1791,99.8542,73.87,95,100,3.11
2651753,Cullen,GB,57.6904,-2.8182,47.73,92,65,8.01
3517970,Pochutla,MX,15.7432,-96.4661,88.21,42,0,6.38
2309528,Luba,GQ,3.4568,8.5547,80.74,84,36,6.82
5392593,San Ramon,US,37.7799,-121.978,62.87,75,1,1.01
1529660,Aksu,CN,41.1231,80.2644,34.43,40,4,0.38
293842,Kiryat Gat,IL,31.61,34.7642,76.1,24,98,11.16
6111696,Port-Cartier,CA,50.0334,-66.8654,37.74,90,100,1.48
2396518,Port-Gentil,GA,-0.7193,8.7815,80.56,83,75,13.8
2522437,Adeje,ES,28.1227,-16.726,66.94,66,75,1.01
6620339,Karratha,AU,-20.7377,116.8463,75.0,40,5,8.9
5116642,Erie,US,42.7667,-78.6664,35.96,90,100,8.01
924206,Phalombe,MW,-15.8064,35.6507,72.07,74,88,2.33
1736302,Jitra,MY,6.2681,100.4217,75.09,100,20,3.44
685628,Băleşti,RO,45.0167,23.2167,44.85,56,93,2.42
6176928,Watrous,CA,51.6668,-105.4679,17.38,86,100,6.91
5127305,Monroe,US,43.1501,-77.6831,38.95,85,90,14.97
2264923,Peniche,PT,39.3558,-9.3811,57.85,80,88,9.19
1272140,Dwārka,IN,22.2394,68.9678,80.22,46,82,7.63
933726,Hukuntsi,BW,-24.0,21.75,85.05,22,100,19.6
3689325,Bahía Solano,CO,6.2262,-77.4044,81.23,80,54,7.74
5110365,Broome,US,42.2506,-75.833,40.06,77,90,1.99
1510689,Baykit,RU,61.67,96.37,7.18,98,100,1.74
1253405,Varanasi,IN,25.3333,83.0,66.29,82,1,0.0
4513583,Hamilton,US,39.1834,-84.5333,40.46,72,90,3.0
534206,Lopatino,RU,52.6195,45.8118,33.33,77,100,11.86
2173125,Burnie,AU,-41.0667,145.9167,44.29,89,52,6.15
213940,Kasongo,CD,-4.45,26.6667,70.52,95,100,1.14
2729907,Longyearbyen,SJ,78.2186,15.6401,10.24,61,20,12.66
1140025,Herat Province,AF,34.5,62.0,45.25,70,100,7.02
110690,Faya,SA,18.3851,42.4509,57.72,34,3,1.74
140918,Behshahr,IR,36.6923,53.5526,46.35,73,0,4.05
1516589,Zhezkazgan,KZ,47.8043,67.7144,29.88,50,100,15.52
1789065,Ankang,CN,32.68,109.0172,46.2,67,0,0.94
102527,Sakakah,SA,29.9697,40.2064,69.37,21,100,15.28
64814,Bandarbeyla,SO,9.4942,50.8122,79.02,71,25,16.67
1166652,Saddiqabad,PK,28.3062,70.1307,71.56,16,0,5.95
2109528,Buala,SB,-8.145,159.5921,79.88,81,19,5.23
